File Name, Source/Story,",Raw Sentence,",Components,Compound Word,Tag,Position,",Clean Context,",",Total No Of Compounds",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <?????-???????>T6 ????? ????? ?????? ?????, ", ?????-??????? , ? , T6 ,8,",  ????? ?????-??????? ????? ????? ?????? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?? ???? <???-????????>K1 ?????????, ", ???-???????? , ? , K1 ,10,",  ?? ???? ???-???????? ?????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-?????????>T6 ???????????? ?????? ???????? ???????? ?????????, ???????????? ? ??????? <?????-???????>T6 <???-????????>Di ??????, ", ???-????????? , ? , T6 ,2,",  ???-????????? ???????????? ?????? ???????? ???????? ?????????, ???????????? ? ??????? ?????-??????? ???-???????? ??????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-?????????>T6 ???????????? ?????? ???????? ???????? ?????????, ???????????? ? ??????? <?????-???????>T6 <???-????????>Di ??????, ", ?????-??????? , ? , T6 ,92,",  ???-????????? ???????????? ?????? ???????? ???????? ?????????, ???????????? ? ??????? ?????-??????? ???-???????? ??????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-?????????>T6 ???????????? ?????? ???????? ???????? ?????????, ???????????? ? ??????? <?????-???????>T6 <???-????????>Di ??????, ", ???-???????? , ? , Di ,110,",  ???-????????? ???????????? ?????? ???????? ???????? ?????????, ???????????? ? ??????? ?????-??????? ???-???????? ??????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ????? ? - ???! ???? ??? <???-????????>Di, ???????? ? ??????? ???????? ???????  <??-????>U ? ?????, ? ??? ??? ??????? ????? ??? ????????"", ", ???-???????? , ? , Di ,27,", "" ????? ? - ???! ???? ??? ???-????????, ???????? ? ??????? ???????? ???????  ??-???? ? ?????, ? ??? ??? ??????? ????? ??? ????????"", ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ????? ? - ???! ???? ??? <???-????????>Di, ???????? ? ??????? ???????? ???????  <??-????>U ? ?????, ? ??? ??? ??????? ????? ??? ????????"", ", ??-???? , ? , U ,82,", "" ????? ? - ???! ???? ??? ???-????????, ???????? ? ??????? ???????? ???????  ??-???? ? ?????, ? ??? ??? ??????? ????? ??? ????????"", ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???????????? ???? ??????? - ?? ?????! ? ?????? ???? <???-??????????>Di ????, ", ???-?????????? , ? , Di ,54,",  ???????????? ???? ??????? - ?? ?????! ? ?????? ???? ???-?????????? ????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? <????-????>K1 ???? <???-??????>T6 ?? ???????? ??? ??????, ", ????-???? , ? , K1 ,6,",  ??? ????-???? ???? ???-?????? ?? ???????? ??? ??????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? <????-????>K1 ???? <???-??????>T6 ?? ???????? ??? ??????, ", ???-?????? , ? , T6 ,25,",  ??? ????-???? ???? ???-?????? ?? ???????? ??? ??????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????????? ???? ??????? ????? ?????? ? ?????? <?????-??????>T6 ????????????? ?? ???? ??????? ?????????, ", ?????-?????? , ? , T6 ,47,", ?????????? ???? ??????? ????? ?????? ? ?????? ?????-?????? ????????????? ?? ???? ??????? ?????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???????????? ??? ????? ??? ???? <????-????>K1 , ", ????-???? , ? , K1 ,33,", ???????????? ??? ????? ??? ???? ????-???? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <???????-???>U ????? ?? ? ????????? ???????? , ", ???????-??? , ? , U ,1,", ???????-??? ????? ?? ? ????????? ???????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <???-????????>Bs3 ????????? ?? <???-????>K2 ??????? ?????  ?????????? ? ?????????  ?????, ", ???-???????? , ? , Bs3 ,1,", ???-???????? ????????? ?? ???-???? ??????? ?????  ?????????? ? ?????????  ?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <???-????????>Bs3 ????????? ?? <???-????>K2 ??????? ?????  ?????????? ? ?????????  ?????, ", ???-???? , ? , K2 ,32,", ???-???????? ????????? ?? ???-???? ??????? ?????  ?????????? ? ?????????  ?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???????????? ?? <?????-??????>T6 <?????-?????>T6 ???????, ", ?????-?????? , ? , T6 ,18,",  ???????????? ?? ?????-?????? ?????-????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???????????? ?? <?????-??????>T6 <?????-?????>T6 ???????, ", ?????-????? , ? , T6 ,35,",  ???????????? ?? ?????-?????? ?????-????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ??????? <????-????>T6 ??????????, ", ????-???? , ? , T6 ,9,", ??????? ????-???? ??????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-????????>Di <????-?????????>T6 ???????, ", ???-???????? , ? , Di ,2,",  ???-???????? ????-????????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-????????>Di <????-?????????>T6 ???????, ", ????-????????? , ? , T6 ,19,",  ???-???????? ????-????????? ???????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????????  <????-?????????>T6 ???????????, ", ????-????????? , ? , T6 ,12,",  ????????  ????-????????? ???????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <?????-??????>T6 ? ???? ????? ??????????, ", ?????-?????? , ? , T6 ,2,",  ?????-?????? ? ???? ????? ??????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ???????? ?????? ?????? ?????? ??? <???-?????!>T6 , ", ???-?????! , ? , T6 ,35,", ???????? ?????? ?????? ?????? ??? ???-?????! , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ??? ??????????  <???????????-??????>T6 ??????, ", ???????????-?????? , ? , T6 ,23,", ????? ??? ??????????  ???????????-?????? ??????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? ?????? ??????? <??-?????>Di ? ?????, ", ??-????? , ? , Di ,21,",  ??? ?????? ??????? ??-????? ? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?? <???-????????>Di ??????, ", ???-???????? , ? , Di ,5,",  ?? ???-???????? ??????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <??????-??????>Di ? ???????? ?????? ???????, ", ??????-?????? , ? , Di ,2,",  ??????-?????? ? ???????? ?????? ???????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?? ??? <???-?????????????>Di ??????? ????? ??????, ", ???-????????????? , ? , Di ,9,",  ?? ??? ???-????????????? ??????? ????? ??????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????  ???????????? ? <???-????????>Di ??????????, ", ???-???????? , ? , Di ,23,",  ????  ???????????? ? ???-???????? ??????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????????? ????? ????? ?? <?????-?????>T6 <????-???>K1 , ", ?????-????? , ? , T6 ,26,", ????????? ????? ????? ?? ?????-????? ????-??? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????????? ????? ????? ?? <?????-?????>T6 <????-???>K1 , ", ????-??? , ? , K1 ,42,", ????????? ????? ????? ?? ?????-????? ????-??? , ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????? ?? ??????????  ?????? ????? <????-???>T6 ??? , ", ????-??? , ? , T6 ,36,", ?????? ?? ??????????  ?????? ????? ????-??? ??? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", <????-????????>T6 ????? ????? ??? ?????????? , ", ????-???????? , ? , T6 ,1,", ????-???????? ????? ????? ??? ?????????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???  ???????????? <???-?????>T7 ??????? ??????????? ??????????? ???????, ", ???-????? , ? , T7 ,20,",  ???  ???????????? ???-????? ??????? ??????????? ??????????? ???????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <?????-??????>T6 ?????????? ??????? <???-?????????????>Di ??????????? ?? <???-????>T6 ??????????, ", ?????-?????? , ? , T6 ,8,",  ????? ?????-?????? ?????????? ??????? ???-????????????? ??????????? ?? ???-???? ??????????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <?????-??????>T6 ?????????? ??????? <???-?????????????>Di ??????????? ?? <???-????>T6 ??????????, ", ???-????????????? , ? , Di ,44,",  ????? ?????-?????? ?????????? ??????? ???-????????????? ??????????? ?? ???-???? ??????????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <?????-??????>T6 ?????????? ??????? <???-?????????????>Di ??????????? ?? <???-????>T6 ??????????, ", ???-???? , ? , T6 ,81,",  ????? ?????-?????? ?????????? ??????? ???-????????????? ??????????? ?? ???-???? ??????????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????????? ?? ???????????? <?????-????>T6 ???????? , ", ?????-???? , ? , T6 ,28,",  ????????? ?? ???????????? ?????-???? ???????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? ???????????? ? <?????-???????????>T6 ??????? ????? ??????, ", ?????-??????????? , ? , T6 ,23,",  ????? ???????????? ? ?????-??????????? ??????? ????? ??????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-?????????>T6 ?? <????-???????>T6 ????????? ????? ??? ?????????, ", ???-????????? , ? , T6 ,2,",  ???-????????? ?? ????-??????? ????????? ????? ??? ?????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-?????????>T6 ?? <????-???????>T6 ????????? ????? ??? ?????????, ", ????-??????? , ? , T6 ,23,",  ???-????????? ?? ????-??????? ????????? ????? ??? ?????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???  ???? ????? ?????? ??? <???-??????>T6 ????? ????????, ", ???-?????? , ? , T6 ,29,",  ???  ???? ????? ?????? ??? ???-?????? ????? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?????????? ?? ?????? ?????? <???-????????>Di ????, ", ???-???????? , ? , Di ,30,",  ?????????? ?? ?????? ?????? ???-???????? ????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?????? ?? ???????????? <???-????????>Di ? ??? ???????? ???????? ???????, ", ???-???????? , ? , Di ,25,",  ?????? ?? ???????????? ???-???????? ? ??? ???????? ???????? ???????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????????? <???-?????????????>Di ?????  ????? ???????????? <?????-?????>K7 ?????, ", ???-????????????? , ? , Di ,12,", ?????????? ???-????????????? ?????  ????? ???????????? ?????-????? ?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????????? <???-?????????????>Di ?????  ????? ???????????? <?????-?????>K7 ?????, ", ?????-????? , ? , K7 ,60,", ?????????? ???-????????????? ?????  ????? ???????????? ?????-????? ?????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ? ????? ?? ??????????? ????? ? <?????-?????????>T6 , ", ?????-????????? , ? , T6 ,38,",  ???? ? ????? ?? ??????????? ????? ? ?????-????????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ????? <????????-?????>T6 ?????, ", ????????-????? , ? , T6 ,13,",  ???? ????? ????????-????? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-??????>d  ??????  <?????-???????>T6 ? ???????????? ???? ?????????, ", ???-?????? , ? , d ,2,",  ???-??????  ??????  ?????-??????? ? ???????????? ???? ?????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-??????>d  ??????  <?????-???????>T6 ? ???????????? ???? ?????????, ", ?????-??????? , ? , T6 ,25,",  ???-??????  ??????  ?????-??????? ? ???????????? ???? ?????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??????? <???????-????>T6 ????????, ", ???????-???? , ? , T6 ,10,",  ??????? ???????-???? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????????? ?????? ? ??????  <?????-???????>T6 ? ???? ?????? ????????? ????????, ", ?????-??????? , ? , T6 ,29,",  ????????? ?????? ? ??????  ?????-??????? ? ???? ?????? ????????? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???-????????>Di ??? ?????  ?? ???????, ", ???-???????? , ? , Di ,2,",  ???-???????? ??? ?????  ?? ???????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? <???-??????>Bs6 ???? ? <???????-???????>T6 ??????, ", ???-?????? , ? , Bs6 ,6,",  ??? ???-?????? ???? ? ???????-??????? ??????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? <???-??????>Bs6 ???? ? <???????-???????>T6 ??????, ", ???????-??????? , ? , T6 ,29,",  ??? ???-?????? ???? ? ???????-??????? ??????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ??? <?????-????>T6 ???? ??????? -  <?????-???????>T6 ?????? ? ! ??? ?? <?????-??????>K6 ??  ?? ???????? ????  ?? <???-????>T6 ????? ???????? ??? "", ", ?????-???? , ? , T6 ,6,", "" ??? ?????-???? ???? ??????? -  ?????-??????? ?????? ? ! ??? ?? ?????-?????? ??  ?? ???????? ????  ?? ???-???? ????? ???????? ??? "", ",", 4, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ??? <?????-????>T6 ???? ??????? -  <?????-???????>T6 ?????? ? ! ??? ?? <?????-??????>K6 ??  ?? ???????? ????  ?? <???-????>T6 ????? ???????? ??? "", ", ?????-??????? , ? , T6 ,38,", "" ??? ?????-???? ???? ??????? -  ?????-??????? ?????? ? ! ??? ?? ?????-?????? ??  ?? ???????? ????  ?? ???-???? ????? ???????? ??? "", ",", 4, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ??? <?????-????>T6 ???? ??????? -  <?????-???????>T6 ?????? ? ! ??? ?? <?????-??????>K6 ??  ?? ???????? ????  ?? <???-????>T6 ????? ???????? ??? "", ", ?????-?????? , ? , K6 ,74,", "" ??? ?????-???? ???? ??????? -  ?????-??????? ?????? ? ! ??? ?? ?????-?????? ??  ?? ???????? ????  ?? ???-???? ????? ???????? ??? "", ",", 4, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", "" ??? <?????-????>T6 ???? ??????? -  <?????-???????>T6 ?????? ? ! ??? ?? <?????-??????>K6 ??  ?? ???????? ????  ?? <???-????>T6 ????? ???????? ??? "", ", ???-???? , ? , T6 ,116,", "" ??? ?????-???? ???? ??????? -  ?????-??????? ?????? ? ! ??? ?? ?????-?????? ??  ?? ???????? ????  ?? ???-???? ????? ???????? ??? "", ",", 4, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? <?????-?????>T6 ???? ??????? ???? <?????-???????>T6 ???? ????? ????????? ????????? ????????, ", ?????-????? , ? , T6 ,7,", ????? ?????-????? ???? ??????? ???? ?????-??????? ???? ????? ????????? ????????? ????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? <?????-?????>T6 ???? ??????? ???? <?????-???????>T6 ???? ????? ????????? ????????? ????????, ", ?????-??????? , ? , T6 ,41,", ????? ?????-????? ???? ??????? ???? ?????-??????? ???? ????? ????????? ????????? ????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <???\u200c??-???>T6 ????? ??? ???? ????????  ?????, ", ???\u200c??-??? , ? , T6 ,2,",  ???\u200c??-??? ????? ??? ???? ????????  ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?????? ?????????? ?????? ??? ?? ? ??? <???-???????>T6 ??? ???????? ????????, ", ???-??????? , ? , T6 ,40,",  ?????? ?????????? ?????? ??? ?? ? ??? ???-??????? ??? ???????? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ""??? ? ? ????? ????????? <???-????>T6 ???  ??????????? ?????? ???? , ??? ???? ??????? - ???! ????-?????>Bs7 ?????? ??????! ? ????? ???? ?????? ????? ?????? ?? ?????? ???? ??? ?????????? ??????? ????? ??????????"", ", ???-???? , ? , T6 ,25,", ""??? ? ? ????? ????????? ???-???? ???  ??????????? ?????? ???? , ??? ???? ??????? - ???! ????-????? ?????? ??????! ? ????? ???? ?????? ????? ?????? ?? ?????? ???? ??? ?????????? ??????? ????? ??????????"", ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ""????? ? <?????-????>T6 ?????? ???? ???????? ?????????? ?????? ???? ???????? -  ? ??? ?????! ?????? ????? ??????? ???????"", ", ?????-???? , ? , T6 ,9,", ""????? ? ?????-???? ?????? ???? ???????? ?????????? ?????? ???? ???????? -  ? ??? ?????! ?????? ????? ??????? ???????"", ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? <????-??????>K1 ?????, ", ????-?????? , ? , K1 ,6,",  ??? ????-?????? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ???? ????? ?????  <?????-?????>K6 ? ????????? ????? , ", ?????-????? , ? , K6 ,25,",  ???? ???? ????? ?????  ?????-????? ? ????????? ????? , ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? ? <??-?????>U ?????? ????????? ?????, ", ??-????? , ? , U ,10,",  ????? ? ??-????? ?????? ????????? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ? ???????? ???????????? ????? <??-?????>T6 ??????????, ", ??-????? , ? , T6 ,37,",  ???? ? ???????? ???????????? ????? ??-????? ??????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ?????????? ????? ???? ???? <???????-???????>T6 ?????? ??????????, ", ???????-??????? , ? , T6 ,28,", ?????????? ????? ???? ???? ???????-??????? ?????? ??????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? ?? <??-????>U ?????  ????? ??????? <???-?????>T6 ????? ???????  ???????? ?????????? ? ??????? <?????-??????>K7 , ", ??-???? , ? , U ,9,",  ??? ?? ??-???? ?????  ????? ??????? ???-????? ????? ???????  ???????? ?????????? ? ??????? ?????-?????? , ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? ?? <??-????>U ?????  ????? ??????? <???-?????>T6 ????? ???????  ???????? ?????????? ? ??????? <?????-??????>K7 , ", ???-????? , ? , T6 ,41,",  ??? ?? ??-???? ?????  ????? ??????? ???-????? ????? ???????  ???????? ?????????? ? ??????? ?????-?????? , ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? ?? <??-????>U ?????  ????? ??????? <???-?????>T6 ????? ???????  ???????? ?????????? ? ??????? <?????-??????>K7 , ", ?????-?????? , ? , K7 ,100,",  ??? ?? ??-???? ?????  ????? ??????? ???-????? ????? ???????  ???????? ?????????? ? ??????? ?????-?????? , ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?????? <???-???????>T6 ???????? <?????-?????????>Bs3 ?? ????? <???-??????>K1 ??????, ", ???-??????? , ? , T6 ,9,",  ?????? ???-??????? ???????? ?????-????????? ?? ????? ???-?????? ??????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?????? <???-???????>T6 ???????? <?????-?????????>Bs3 ?? ????? <???-??????>K1 ??????, ", ?????-????????? , ? , Bs3 ,34,",  ?????? ???-??????? ???????? ?????-????????? ?? ????? ???-?????? ??????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?????? <???-???????>T6 ???????? <?????-?????????>Bs3 ?? ????? <???-??????>K1 ??????, ", ???-?????? , ? , K1 ,64,",  ?????? ???-??????? ???????? ?????-????????? ?? ????? ???-?????? ??????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ???????? <????-??????>Di ?????? ?????, ", ????-?????? , ? , Di ,16,",  ???? ???????? ????-?????? ?????? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????????  ???????? ??? ???????????, ????  ????????? , ????????? ? ???????????? ??? <?????-???????>T6 ??????????, ", ?????-??????? , ? , T6 ,85,",  ????????  ???????? ??? ???????????, ????  ????????? , ????????? ? ???????????? ??? ?????-??????? ??????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??????? ?????? ???????? ? <???-??????>T6 ???????????? <????-??????>K1 ?????? ??????, ", ???-?????? , ? , T6 ,28,",  ??????? ?????? ???????? ? ???-?????? ???????????? ????-?????? ?????? ??????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??????? ?????? ???????? ? <???-??????>T6 ???????????? <????-??????>K1 ?????? ??????, ", ????-?????? , ? , K1 ,56,",  ??????? ?????? ???????? ? ???-?????? ???????????? ????-?????? ?????? ??????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <???????-?????>T6 <???-??????????>T6 ? <????-????>K6  <?????-???????>T6 ???????, ", ???????-????? , ? , T6 ,8,",  ????? ???????-????? ???-?????????? ? ????-????  ?????-??????? ???????, ",", 4, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <???????-?????>T6 <???-??????????>T6 ? <????-????>K6  <?????-???????>T6 ???????, ", ???-?????????? , ? , T6 ,26,",  ????? ???????-????? ???-?????????? ? ????-????  ?????-??????? ???????, ",", 4, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <???????-?????>T6 <???-??????????>T6 ? <????-????>K6  <?????-???????>T6 ???????, ", ????-???? , ? , K6 ,47,",  ????? ???????-????? ???-?????????? ? ????-????  ?????-??????? ???????, ",", 4, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? <???????-?????>T6 <???-??????????>T6 ? <????-????>K6  <?????-???????>T6 ???????, ", ?????-??????? , ? , T6 ,62,",  ????? ???????-????? ???-?????????? ? ????-????  ?????-??????? ???????, ",", 4, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????  ?????? ????? ???? ?????????? ? <???-?????>K1 ???????, ", ???-????? , ? , K1 ,38,", ????  ?????? ????? ???? ?????????? ? ???-????? ???????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ????? ??? ???? ????? <???-????>T6 ????????, ", ???-???? , ? , T6 ,23,",  ????? ??? ???? ????? ???-???? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ? ???????????? ??????? ????? <???-????>T6 ??????? <?????-?????>T6 ???????? ???? ????? ???????? ????????, ", ???-???? , ? , T6 ,36,", ????? ? ???????????? ??????? ????? ???-???? ??????? ?????-????? ???????? ???? ????? ???????? ????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,", ????? ? ???????????? ??????? ????? <???-????>T6 ??????? <?????-?????>T6 ???????? ???? ????? ???????? ????????, ", ?????-????? , ? , T6 ,57,", ????? ? ???????????? ??????? ????? ???-???? ??????? ?????-????? ???????? ???? ????? ???????? ????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <????-????>Bs6 ??, ??? ????? ????, ??? <???-????>T6 ?????? ??? ????????, ", ????-???? , ? , Bs6 ,2,",  ????-???? ??, ??? ????? ????, ??? ???-???? ?????? ??? ????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <????-????>Bs6 ??, ??? ????? ????, ??? <???-????>T6 ?????? ??? ????????, ", ???-???? , ? , T6 ,41,",  ????-???? ??, ??? ????? ????, ??? ???-???? ?????? ??? ????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <?????-????????>Bs3 <?-?????>BvS ????????? ??????????? ???????? ? ?? ???????? ???? <??-????>T5 ?????, ", ?????-???????? , ? , Bs3 ,2,",  ?????-???????? ?-????? ????????? ??????????? ???????? ? ?? ???????? ???? ??-???? ?????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <?????-????????>Bs3 <?-?????>BvS ????????? ??????????? ???????? ? ?? ???????? ???? <??-????>T5 ?????, ", ?-????? , ? , BvS ,22,",  ?????-???????? ?-????? ????????? ??????????? ???????? ? ?? ???????? ???? ??-???? ?????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <?????-????????>Bs3 <?-?????>BvS ????????? ??????????? ???????? ? ?? ???????? ???? <??-????>T5 ?????, ", ??-???? , ? , T5 ,85,",  ?????-???????? ?-????? ????????? ??????????? ???????? ? ?? ???????? ???? ??-???? ?????, ",", 3, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ???? ? ?????? ????? <???-?????>K1 ???????? ????????, ", ???-????? , ? , K1 ,22,",  ???? ? ?????? ????? ???-????? ???????? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? <?????-????>K6 ??? ???????? ??????? - ?? ???! ? ?????? ??? ?????????? ??  <?????-??????>K6 ?????? ???????????, ", ?????-???? , ? , K6 ,6,",  ??? ?????-???? ??? ???????? ??????? - ?? ???! ? ?????? ??? ?????????? ??  ?????-?????? ?????? ???????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? <?????-????>K6 ??? ???????? ??????? - ?? ???! ? ?????? ??? ?????????? ??  <?????-??????>K6 ?????? ???????????, ", ?????-?????? , ? , K6 ,80,",  ??? ?????-???? ??? ???????? ??????? - ?? ???! ? ?????? ??? ?????????? ??  ?????-?????? ?????? ???????????, ",", 2, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ?? ??? ?? <????-???>Bvp^?? ?? ??????? ?????????? ???! ?? ????? ?????? ???? ????????? ??? ??? ?????? ?????, ", ????-??? , ? , Bvp ,12,",  ?? ??? ?? ????-????? ?? ??????? ?????????? ???! ?? ????? ?????? ???? ????????? ??? ??? ?????? ?????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? ?????? ?? <???????-?????>T6 ????? ??????? ????? ??, ", ???????-????? , ? , T6 ,16,",  ??? ?????? ?? ???????-????? ????? ??????? ????? ??, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ??? ???? <?-??????>BvS ??????? - ???? ??? ?????! ????????? ????? , ?????? ????????, ", ?-?????? , ? , BvS ,11,",  ??? ???? ?-?????? ??????? - ???? ??? ?????! ????????? ????? , ?????? ????????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  ? ??? ??????????? <??-???????>T3, ??????? ????, ", ??-??????? , ? , T3 ,20,",  ? ??? ??????????? ??-???????, ??????? ????, ",", 1, ",,
balaramayanam_S.txt , Valmiki Ramayanam ,",  <????-????>K7 ? ?????? ??????? ???????, ", ????-???? , ? , K7 ,2,",  ????-???? ? ?????? ??????? ???????, ",", 1, ",,
