Frequency,Query Word,Option A,Option B,Option C,Option D
'Frequently Occuring', 'kAmadevaH', 'kAmaH', 'madanaH', 'manmaTaH', 'DIpatiH'
'Rarely Occuring', 'amUrta', 'nirAkAra', 'nirAkAra', 'AkftihIna', 'gatAyU'
'Frequently Occuring', 'aNgAraH', 'aNgAram', 'ajJalaH', 'AlAtam', 'bAlyakAlaH'
'Frequently Occuring', 'aNgAraH', 'aNgAram', 'alAtaM', 'ulmUkam', 'culliH'
'Not occuring', 'sPuliNgaH', 'sPuliNgakaH', 'visPuliNgaH', 'agnilavaH', 'krandanam'
'Rarely Occuring', 'colaH', 'colakam', 'kUrpAsaH', 'kaYcukaH', 'mORqyam'
'Frequently Occuring', 'prARI', 'cetanaH', 'janmI', 'jantuH', 'goraNkuH'
'Frequently Occuring', 'muKya', 'praDAna', 'varizWa', 'SrezWa', 'prabuD'
'Not occuring', 'SarIrin', 'tanuDArin', 'dehaDArin', 'tanuDArin', 'dUravartI'
'Rarely Occuring', 'svIkfta', 'aNgIkfta', 'UrIkfta', 'urarIkfta', 'sidDiH'
'Rarely Occuring', 'aNguliH', 'aNguriH', 'karapallavaH', 'karaSAKA', 'piRqamustA'
'Rarely Occuring', 'aNguzWaH', 'aNgulaH', 'vfdDANgulaH', 'aNgulI', 'sAmIpyam'
'Frequently Occuring', 'drAkzA', 'mfdvIkA', 'mfdvI', 'svAdvI', 'mahAkandaH'
'Frequently Occuring', 'caraRaH', 'aNGriH', 'pAdaH', 'pat', 'tuNgaH'
'Not occuring', 'masiH', 'masI', 'mazi', 'mazI', 'ASrayahIna'
'Rarely Occuring', 'ayogya', 'ayukta', 'anucita', 'anyAya', 'SoBanIya'
'Not occuring', 'nirarTaka', 'asaNgata', 'asambadDa', 'jalpita', 'uDas'
'Not occuring', 'vezw', 'saMvezw', 'parivezw', 'pracCad', 'alasa'
'Frequently Occuring', 'granTiH', 'granTikA', 'banDaH', 'gaRqaH', 'nandanaH'
'Frequently Occuring', 'aRqam', 'qimbaH', 'qimBaH', 'koSaH', 'jIrRam'
'Not occuring', 'qimbARuH', 'garBARuH', 'qimbaH', 'aRqaH', 'upalabDiH'
'Frequently Occuring', 'KagaH', 'vihagaH', 'pakzI', 'pakziRI', 'pratyAdiS'
'Frequently Occuring', 'sarpaH', 'BujagaH', 'BujaNgaH', 'ahiH', 'antaram'
'Frequently Occuring', 'viGnaH', 'antarAyaH', 'pratyUhaH', 'vyavaDAnam', 'maDuliw'
'Rarely Occuring', 'eraRqaH', 'amaNgalaH', 'amaRqaH', 'asAraH', 'pratijYA'
'Not occuring', 'SayanAgAraH', 'SayanagfhaH', 'svapnaniketanam', 'nidrASAlA', 'SiKI'
'Rarely Occuring', 'snAyuH', 'snasA', 'peSI', 'SirA', 'udGAwitANga'
'Frequently Occuring', 'pralayaH', 'yugAntaH', 'kalpaH', 'kalpAntaH', 'aRqaH'
'Rarely Occuring', 'pracura', 'vipula', 'praBUta', 'prajya', 'vakrIkf'
'Rarely Occuring', 'mftyukAlaH', 'prayARakAlaH', 'antasamayaH', 'antavelA', 'yaMtraSAstram'
'Rarely Occuring', 'AtmIya', 'izwa', 'antaraNga', 'aBinna', 'samanujYA'
'Not occuring', 'nikawavartin', 'samIpasTa', 'nikawasTa', 'samIpavartIn', 'kAruRikatA'
'Not occuring', 'kOwumbika', 'pArivArika', 'svakIya', 'banDudAyAdIya', 'vipulatA'
'Not occuring', 'nirDArita', 'samayaH', 'nirDArita', 'kAlaH', 'antarDiH'
'Rarely Occuring', 'kuYcita', 'nikuYcita', 'puwita', 'saMlIna', 'yamalacCada'
'Rarely Occuring', 'varDaka', 'varDayitA', 'vardDaka', 'vfdDikara', 'nizeDaH'
'Rarely Occuring', 'SucitA', 'dAkziRyam', 'fjutA', 'Arjavam', 'parimanTaratA'
'Rarely Occuring', 'magna', 'tanmaya', 'anurata', 'nimagna', 'tAlayantram'
'Frequently Occuring', 'SmaSAnam', 'pitfvanam', 'SatAnakam', 'dAhasaraH', 'parAhA'
'Frequently Occuring', 'amara', 'akzaya', 'anaSvara', 'SASvata', 'nIradin'
'Rarely Occuring', 'aByantare', 'antaH', 'antarA', 'maDye', 'DvaMsanam'
'Not occuring', 'BAvapUrRa', 'BAvanAtmaka', 'BAvanApUrRa', 'BAvAtmaka', 'juz'
'Not occuring', 'krI', 'apakrI', 'paR', 'vikrI', 'atiyatnaH'
'Frequently Occuring', 'nUpuram', 'pAdANgadam', 'tulAkowiH', 'maYjIraH', 'aBiKyApaya'
'Rarely Occuring', 'ASaNkA', 'pariBayaH', 'pariBayam', 'viSaNkA', 'gayaH'
'Frequently Occuring', 'kolAhalaH', 'kalakalaH', 'tumularavaH', 'kAlakIlaH', 'niDA'
'Frequently Occuring', 'anDaH', 'anDakaH', 'acakzUH', 'vicakzUH', 'vyaDya'
'Frequently Occuring', 'ulUkaH', 'UlUkaH', 'pecakaH', 'kOSikaH', 'pAkasTAnam'
'Rarely Occuring', 'jatukA', 'jatUkA', 'ajinapatrA', 'carmacawakA', 'vakzaRam'
'Not occuring', 'anDaHkAraH', 'tamaH', 'timiram', 'timisram', 'saYci'
'Frequently Occuring', 'ajYAnam', 'avidyA', 'ahammatiH', 'tamaH', 'jampatI'
'Rarely Occuring', 'DUmikA', 'DUlikA', 'DUpikA', 'SIkaraH', 'nAraNgam'
'Not occuring', 'aprasannatA', 'KinnatA', 'udAsInatA', 'asantuzwi', 'patram'
'Not occuring', 'tamomaya', 'tAmasa', 'tAmasika', 'tamasvin', 'visarpaya'
'Rarely Occuring', 'ozWaH', 'radanacCadaH', 'dantavAsaH', 'dantavastram', 'pratyAvft'
'Not occuring', 'keSaraH', 'kesaraH', 'agniseKaraH', 'ambaram', 'DA'
'Frequently Occuring', 'meGaH', 'aBramam', 'vArivAhaH', 'stanayitnuH', 'satimira'
'Rarely Occuring', 'paScAttApaH', 'anutApaH', 'anuSokaH', 'anuSocanam', 'savega'
'Frequently Occuring', 'kamalam', 'aravindam', 'sarasijam', 'salilajam', 'ganDabahulA'
'Frequently Occuring', 'vaMSaH', 'vetraH', 'veRuH', 'vetasaH', 'eRaH'
'Frequently Occuring', 'SaNKaH', 'amBojaH', 'kambuH', 'kambojaH', 'DA'
'Rarely Occuring', 'sArasaH', 'puzkarAhvaH', 'gonardaH', 'nANkuraH', 'cakrANgI'
'Not occuring', 'karpuraH', 'karpuram', 'sitABraH', 'tArABraH', 'karRaSUnya'
'Rarely Occuring', 'skanDaH', 'BujaSiraH', 'aMsaH', 'doHSiKaram', 'AGAtaH'
'Rarely Occuring', 'arDikaH', 'BAgI', 'aMSaBU', 'utsaNgI', 'suKAsanam'
'Frequently Occuring', 'rASiH', 'cayaH', 'DfzuH', 'prakaraH', 'prakramaH'
'Not occuring', 'vartikaH', 'vartakaH', 'gAYjikAyaH', 'citrayoDI', 'niya'
'Not occuring', 'nirviGna', 'akaRwaka', 'anavarudDa', 'abADita', 'manAg'
'Rarely Occuring', 'avAcya', 'avacanIya', 'akaTanIya', 'akaTya', 'sitetaraH'
'Not occuring', 'gopanIya', 'goptavya', 'aprakawya', 'gopya', 'AryamiSraH'
'Rarely Occuring', 'anudyogaH', 'akarma', 'akriyA', 'akriyatA', 'aBinand'
'Not occuring', 'paripraT', 'avatan', 'aBitan', 'paritan', 'uruRAKyam'
'Frequently Occuring', 'mandaH', 'tundaparimfjaH', 'AlasyaH', 'SItakaH', 'antarprAntIya'
'Not occuring', 'kalpanAtIta', 'akalpanIya', 'akalpita', 'acintya', 'upasTita'
'Frequently Occuring', 'amaNgalam', 'ahitam', 'akalyARam', 'anizwam', 'paryaNK'
'Frequently Occuring', 'matsaraH', 'mAtsaryam', 'matsaratA', 'IrzyA', 'atikrAnta'
'Not occuring', 'Akasmika', 'anapekzita', 'acintita', 'apratyASita', 'anAdaraRIya'
'Rarely Occuring', 'nizprayojanam', 'prayojanahInataH', 'kAraRahInataH', 'uddeSyahInataH', 'varRaka'
'Frequently Occuring', 'kzayaH', 'vyayaH', 'hAniH', 'apAyaH', 'rAjYI'
'Not occuring', 'icCAhIna', 'niricCa', 'nizkAma', 'akAma', 'yAcYA'
'Frequently Occuring', 'anaNga', 'akAya', 'agAtra', 'atanu', 'BrAtA'
'Rarely Occuring', 'anAvaSyaka', 'nirarTaka', 'vyarTa', 'anupayogin', 'avataraRI'
'Rarely Occuring', 'aBAva', 'hInatA', 'rahitatvam', 'SUnyatA', 'saMgozWI'
'Not occuring', 'avarzaRam', 'anAvfzwiH', 'avfzwiH', 'durvfzwiH', 'DUlikA'
'Frequently Occuring', 'nirDanaH', 'daridraH', 'aDanaH', 'DanahInaH', 'yazwiH'
'Not occuring', 'vyaT', 'parivyaT', 'pravyaT', 'vyAkulaya', 'marudvAhaH'
'Not occuring', 'Ahfz', 'pravep', 'samprakamp', 'vip', 'vAlaH'
'Rarely Occuring', 'asaByaH', 'aSizwaH', 'saMskArahInaH', 'asaMskftaH', 'jaqam'
'Frequently Occuring', 'kampanam', 'calanam', 'kampram', 'calam', 'hatatejas'
'Rarely Occuring', 'tejomayaH', 'tejomayI', 'tejomayam', 'supraBaH', 'jAmadagnyaH'
'Not occuring', 'BAgyahIna', 'aBAgI', 'alpaBAgya', 'mandaBAgya', 'pavitratarIkf'
'Not occuring', 'asaNKya', 'asaNKyeya', 'agaRanIya', 'agaRya', 'BfNgAriH'
'Rarely Occuring', 'apakva', 'aparipakva', 'Ama', 'esidDa', 'pAyyam'
'Rarely Occuring', 'svABAvika', 'sahaja', 'prAkftika', 'nEsargika', 'amaRqaH'
'Not occuring', 'antarmuKa', 'antarABimuKa', 'AtmABimuKa', 'antarlInaH', 'vinigrah'
'Not occuring', 'atulanIya', 'apratima', 'anupama', 'advitIya', 'parIpsA'
'Not occuring', 'banDuhIna', 'abanDu', 'asahAya', 'nirAlamba', 'avaruD'
'Not occuring', 'kalahakArin', 'towaka', 'priyakalaha', 'vErakArin', 'viBavaH'
'Rarely Occuring', 'Dfzwa', 'DfzRak', 'viyAta', 'DfzRu', 'timIrasya'
'Not occuring', 'gatihInaH', 'gatihInam', 'gatihInA', 'sTiraH', 'saNgrah'
'Rarely Occuring', 'dayAlu', 'kAruRika', 'kfpAlu', 'sUrata', 'Atyayika'
'Rarely Occuring', 'paWanIya', 'supAWya', 'pAWya', 'paWya', 'vartanam'
'Rarely Occuring', 'aklizwa', 'sugama', 'sarala', 'suboDa', 'pariniHstan'
'Frequently Occuring', 'akzata', 'aKaRqita', 'KaRqahIna', 'anavacCinna', 'alakam'
'Not occuring', 'akzarasamAmnAya', 'akzaranyAsaH', 'varRamAlA', 'akzaramAlA', 'DaraRI'
'Frequently Occuring', 'aKaRqa', 'aBagna', 'aviBakta', 'aKaRqita', 'SiroDarA'
'Frequently Occuring', 'pratibimbam', 'pratiCAyA', 'CAyAtmA', 'pratiBAsaH', 'vyaBicAraH'
'Frequently Occuring', 'mAzaH', 'kuruvindaH', 'DAnyavIraH', 'vfzAkaraH', 'nipAtaya'
'Frequently Occuring', 'acara', 'acala', 'kzoRa', 'sTAvara', 'sAmagrI'
'Rarely Occuring', 'apacitaH', 'vyayitaH', 'vyayIkftaH', 'vyayIBUtaH', 'kucaPalaH'
'Not occuring', 'ajYeyaH', 'ajYeyA', 'ajYeyam', 'agamyaH', 'manoyogita'
'Rarely Occuring', 'pratizWita', 'agragaRya', 'gaRamAnya', 'mAnya', 'vEjayantikA'
'Frequently Occuring', 'agrataH', 'agram', 'purataH', 'puraH', 'suvahA'
'Not occuring', 'bAzpIyanOkA', 'bAzpIyanOH', 'bAzpIyatarI', 'AgneyanO', 'ulleKaH'
'Frequently Occuring', 'netftvam', 'nAyakatvam', 'muKyatA', 'muKyatvam', 'layaM'
'Rarely Occuring', 'durguRaH', 'avaguRaH', 'dozaH', 'apaguRaH', 'nU'
'Frequently Occuring', 'aguru', 'vaMSikam', 'rAjArham', 'loham', 'hfzIkeSaH'
'Not occuring', 'AvAsahIna', 'ASrayahIna', 'gfhahIna', 'aniketa', 'mahApraBuH'
'Rarely Occuring', 'indriyAtIta', 'atIndriya', 'agocara', 'apratyakza', 'yojanIyaH'
'Not occuring', 'pariSri', 'paribfMh', 'paribanD', 'upaliK', 'ni'
'Rarely Occuring', 'AtapaH', 'tApaH', 'aBitApaH', 'upatApaH', 'UzA'
'Not occuring', 'SavadAhaH', 'dAha', 'saMskAraH', 'dAhakriyA', 'BaraRyam'
'Frequently Occuring', 'puraHsaraH', 'agradUtaH', 'agresaraH', 'purogAmI', 'kAka'
'Not occuring', 'pragatiSIla', 'unnataSIla', 'vikAsaSIla', 'unnatiSIla', 'aSmadArakaH'
'Not occuring', 'agreprezita', 'agraprezita', 'agrezita', 'agresArita', 'BujakowaraH'
'Rarely Occuring', 'atarkya', 'tarkahIna', 'tarkarahita', 'ayukta', 'kArtAMtikaH'
'Frequently Occuring', 'nyAsaH', 'sTApyaH', 'sTApyam', 'sTApyA', 'vESAKaH'
'Rarely Occuring', 'santuzwa', 'tfpta', 'tuzwa', 'parituzwa', 'siMhaH'
'Not occuring', 'pApin', 'aGin', 'aDama', 'anAcArin', 'ABogin'
'Not occuring', 'GfRita', 'avadya', 'jugupsya', 'kutsita', 'anavasara'
'Rarely Occuring', 'malina', 'samala', 'maladUzita', 'paNkadUzita', 'nAstikyam'
'Frequently Occuring', 'gamBIra', 'SAnta', 'sOmya', 'awala', 'guRavfkza'
'Frequently Occuring', 'DIra', 'anAkula', 'DIrapraSAnta', 'DIraSAnta', 'praBAtakAlaH'
'Frequently Occuring', 'sTira', 'acala', 'avicala', 'niScala', 'Calam'
'Frequently Occuring', 'manda', 'abala', 'alpaSakti', 'nirbala', 'pAkaPalaH'
'Not occuring', 'atIvra', 'atejA', 'nistejA', 'tejohIna', 'niruD'
'Frequently Occuring', 'vismayaH', 'AScaryam', 'camatkaraRam', 'camatkAraH', 'vidrumaH'
'Frequently Occuring', 'jijYAsA', 'kOtUhalam', 'kOtukam', 'kutukam', 'pratF'
'Frequently Occuring', 'viSizwatA', 'viSizwatvam', 'vilakzaRatA', 'adButatA', 'AyaPila'
'Not occuring', 'kzuB', 'vikzuB', 'saMkzuB', 'akasmAt', 'AmayAvI'
'Frequently Occuring', 'jozam', 'As', 'jozam', 'as', 'uzRakAlaH'
'Frequently Occuring', 'dfQa', 'sTara', 'niScala', 'acala', 'saMSliz'
'Not occuring', 'anapekzita', 'avAYCita', 'anaBilazita', 'anIpsita', 'AkAraRam'
'Not occuring', 'niScinta', 'cintAhIna', 'cintAmukta', 'niHSaNka', 'atikrAnta'
'Frequently Occuring', 'SAnta', 'praSAnta', 'nirudvigna', 'avikala', 'Avalg'
'Rarely Occuring', 'mUrcCita', 'niScezwa', 'acezwa', 'pramugDa', 'vidyamAnatA'
'Not occuring', 'acetanatA', 'acetanA', 'cetanAhInatA', 'cetanASUnyatA', 'hAnuka'
'Not occuring', 'sTApanIya', 'sTApya', 'saMsTApanIya', 'niDeya', 'yAcitam'
'Not occuring', 'vinodanapUrRa', 'Amoda', 'pramodapUrRa', 'Amoda', 'BAnuH'
'Not occuring', 'upayogin', 'upakAraka', 'upakArin', 'sopakAra', 'avAvan'
'Not occuring', 'hitakArin', 'hitakAraka', 'izwakara', 'hitakara', 'ucca'
'Not occuring', 'praSaMsanIya', 'praSaMsya', 'SlAGya', 'SlAGanIya', 'indrakIlaH'
'Not occuring', 'vinodaka', 'hfdayaNgama', 'manoraYjaka', 'cittaveDaka', 'prabuD'
'Frequently Occuring', 'dyutiH', 'ABA', 'dIptiH', 'ratnadyutiH', 'pariSram'
'Not occuring', 'ruc', 'aBiruc', 'svad', 'juz', 'Askandanam'
'Not occuring', 'SuB', 'BUz', 'alaNkf', 'viBUz', 'saMSap'
'Not occuring', 'anumud', 'aBinand', 'roc', 'praSas', 'SuBrAMSuH'
'Rarely Occuring', 'mezaH', 'uraBaH', 'meQraH', 'meRqaH', 'kucakumBaH'
'Frequently Occuring', 'yavAnI', 'yavAnikA', 'dIpyakaH', 'dIpyaH', 'AdarSaH'
'Rarely Occuring', 'SArIrika', 'pIqA', 'SArIrika', 'kleSaH', 'dugDaPenam'
'Frequently Occuring', 'ajA', 'CAgI', 'payasvinI', 'BIruH', 'surasTAnam'
'Rarely Occuring', 'mezA', 'uraBA', 'meQrA', 'meRqA', 'mAriza'
'Rarely Occuring', 'ajYAtaH', 'ajYAtA', 'ajYAtam', 'aviditaH', 'nidrA'
'Rarely Occuring', 'ajYAta', 'anaBijYa', 'anAgata', 'avijYAta', 'UrRAyuH'
'Frequently Occuring', 'gupta', 'ajYAta', 'pracCanna', 'AcCanna', 'SilAKaRqaH'
'Rarely Occuring', 'vismayakAraka', 'vismayajanaka', 'kutuhalajanaka', 'vilakzaRa', 'saMviBAz'
'Not occuring', 'SaNkanIya', 'saMSayasTa', 'sandehAspada', 'saMSayAspada', 'vAtAriH'
'Rarely Occuring', 'viparIta', 'viloma', 'pratIkUla', 'apazWUra', 'viDA'
'Frequently Occuring', 'budDaH', 'sarvajYaH', 'sugataH', 'DarmarAjaH', 'kUjitam'
'Frequently Occuring', 'apUrva', 'alOkika', 'AScaryajanaka', 'aBUtapUrva', 'tatsTAne'
'Frequently Occuring', 'ajIrRam', 'vAyugaRqaH', 'antarvamiH', 'palatASayaH', 'mahizaDvajaH'
'Rarely Occuring', 'amlAnaH', 'vimlAnaH', 'avikalaH', 'aSuzkaH', 'svarBAnuH'
'Rarely Occuring', 'mUrKatA', 'mUQatA', 'mandatA', 'jaqatA', 'kuwiH'
'Rarely Occuring', 'rAjAdanam', 'rAjaBogyam', 'mahAbIjam', 'priyAlam', 'ana'
'Not occuring', 'aSikzita', 'akftavidya', 'alabDavidya', 'agfhItavidya', 'sOBAgyam'
'Frequently Occuring', 'mUrKaH', 'mUQaH', 'vimatiH', 'vimUQaH', 'nirAmaya'
'Rarely Occuring', 'aspazwa', 'apratIta', 'avyakta', 'asPuwa', 'kAlayApaH'
'Rarely Occuring', 'gaRqakaH', 'anubanDaH', 'pratibanDaH', 'pratibanDakaH', 'mA'
'Rarely Occuring', 'roDaH', 'roDanam', 'pratibanDanam', 'pratiroDaH', 'jAtavivAhaH'
'Frequently Occuring', 'nizeDaH', 'pratizeDaH', 'vAraRaH', 'prativAritama', 'bahukaH'
'Rarely Occuring', 'vilamba', 'vilambanam', 'kAlayApaH', 'kAlakzepaH', 'praPullatA'
'Not occuring', 'ruD', 'avaruD', 'AruD', 'uparuD', 'durjana'
'Not occuring', 'aBizWA', 'Aram', 'viSram', 'AsTA', 'mfgavyam'
'Not occuring', 'vimfS', 'ASaNka', 'saYcal', 'viBram', 'A'
'Rarely Occuring', 'avarudDa', 'bADita', 'rudDa', 'nirudDa', 'yuvIBUtaH'
'Not occuring', 'viGnaya', 'viruD', 'avaruD', 'uparuD', 'padAt'
'Frequently Occuring', 'tIkzRa', 'tIvra', 'kuSAgra', 'aSri', 'daSAkarzaH'
'Frequently Occuring', 'kUwa', 'klizwa', 'duzkara', 'mohana', 'niyojitA'
'Not occuring', 'nirDArita', 'niScita', 'vihita', 'niyata', 'vijYaH'
'Frequently Occuring', 'araRyam', 'araRyI', 'araRyAnI', 'vanam', 'vizRukrAntA'
'Not occuring', 'alaNkf', 'rac', 'rUz', 'SuB', 'SOryam'
'Frequently Occuring', 'prAsAdaH', 'mahABavanam', 'awwAlikA', 'awwaH', 'anucita'
'Frequently Occuring', 'nalikA', 'nAqI', 'nAlI', 'netram', 'saMSayAlu'
'Not occuring', 'Anukramika', 'kramabadDa', 'SreDin', 'anvayin', 'pativratA'
'Not occuring', 'saMyuj', 'Gaw', 'yuj', 'graT', 'avavAdaH'
'Not occuring', 'asTimaya', 'asTanvat', 'atikzIRa', 'atikfSa', 'vyasanam'
'Rarely Occuring', 'polI', 'polikA', 'pOliH', 'pOlikA', 'tuzAraH'
'Rarely Occuring', 'samrAjYI', 'rAjYI', 'aDISvarI', 'samrAjYI', 'nadaganDA'
'Not occuring', 'avaroDaka', 'avaroDin', 'bADaka', 'anuroDaka', 'tulA'
'Not occuring', 'vAyadaRqaH', 'vemA', 'vema', 'vApadaRqaH', 'nirmuc'
'Not occuring', 'dyUtaSAlA', 'dyUtagfham', 'AsPuraH', 'akzaBUmiH', 'vEdeSya'
'Not occuring', 'satarka', 'dakza', 'jAgarUka', 'kuhakacakita', 'avivAhitaH'
'Not occuring', 'SItala', 'anuzRa', 'anuzRaka', 'SIkara', 'pArizadaH'
'Rarely Occuring', 'suganDaH', 'suganDiH', 'suvAsaH', 'AmodaH', 'ASay'
'Rarely Occuring', 'prAcuryam', 'pracuratA', 'vipulatA', 'bAhulyam', 'ucCvasitaH'
'Rarely Occuring', 'mahAkAya', 'atikAya', 'bfhatkAya', 'viSAlakAya', 'SvaBIra'
'Frequently Occuring', 'atiTiH', 'atiTI', 'aByAgataH', 'aByAgatA', 'SivAkzam'
'Frequently Occuring', 'satvaram', 'SIGram', 'ASu', 'sapadi', 'aByutpat'
'Frequently Occuring', 'atisAraH', 'sAraRaH', 'pravAhikA', 'virekaH', 'tittiraH'
'Rarely Occuring', 'atIta', 'gata', 'BUta', 'vyatIta', 'aBIpsita'
'Rarely Occuring', 'parAsuH', 'prAptapaYcatvaH', 'paretaH', 'pretaH', 'praSam'
'Not occuring', 'ganDavikretA', 'ganDavikrayI', 'ganDavaRik', 'ganDopajIvI', 'KaRqaH'
'Rarely Occuring', 'nirdayatA', 'kaWoratA', 'dayAhInatA', 'niWuratA', 'atipatita'
'Rarely Occuring', 'krUra', 'nirdaya', 'nizWura', 'nfSaMsa', 'binduH'
'Not occuring', 'hiMsra', 'hiMsaka', 'caRqa', 'amatra', 'anvavAyaH'
'Not occuring', 'adanta', 'adat', 'adantaka', 'dantahIna', 'patrI'
'Rarely Occuring', 'apAwavam', 'apravIRatA', 'akuSalatA', 'anEpuRyam', 'aBimAnI'
'Rarely Occuring', 'prabala', 'sabala', 'svojas', 'sOjas', 'aSaNkita'
'Rarely Occuring', 'nirdayaH', 'dayASUnyaH', 'akfpaH', 'akaruRaH', 'anAdaraH'
'Frequently Occuring', 'Ardrakam', 'SfNgaveram', 'aNgalodmaH', 'gulmamUlam', 'ucca'
'Frequently Occuring', 'aBinayaH', 'nawanam', 'nAwyam', 'nAwaH', 'gUQam'
'Rarely Occuring', 'DarmasaBA', 'rAjadvAram', 'vyavahAramaRqapaH', 'vicArasTAnam', 'tumularavaH'
'Rarely Occuring', 'durdEvam', 'dOrBAgyam', 'EndraH', 'Endram', 'sara'
'Frequently Occuring', 'ADunika', 'adyatanIya', 'idAnItana', 'navIna', 'graTita'
'Frequently Occuring', 'himAlayaH', 'nagapatiH', 'menADavaH', 'umAguruH', 'BUmijIvI'
'Rarely Occuring', 'aDama', 'pratikfzwa', 'avamaH', 'nikfzwa', 'BAravAhI'
'Frequently Occuring', 'aDamaH', 'kzudraH', 'nIcaH', 'narADamaH', 'tAmrikakarma'
'Not occuring', 'kAmuka', 'kAmin', 'kAmavftti', 'kAmapravaRa', 'gopanam'
'Frequently Occuring', 'Kala', 'SaWa', 'duzwa', 'durjana', 'prahAraH'
'Rarely Occuring', 'nirlajja', 'lajjAhIna', 'anapatrapa', 'alajja', 'yUkAH'
'Rarely Occuring', 'aDama', 'nIca', 'nIcaka', 'kzuda', 'kawukIwaH'
'Not occuring', 'kzudratA', 'duzwatA', 'nIcatA', 'aDamatA', 'BayAvaha'
'Not occuring', 'kuDarmaH', 'aDarmaH', 'durAcAraH', 'durAcaraRam', 'hezA'
'Not occuring', 'DarmahIna', 'aDarmina', 'aDArmika', 'nirDarma', 'aBiSaMsanam'
'Not occuring', 'cURayukta', 'puwayukta', 'veRiyukta', 'kavvarayukta', 'mADavam'
'Rarely Occuring', 'aDikatA', 'bahulatA', 'bAhulya', 'ADikya', 'saNKayAnam'
'Rarely Occuring', 'praDAnatA', 'prADAnya', 'agratA', 'praTamatA', 'rAjyapAlanam'
'Frequently Occuring', 'ADipatyam', 'aDikAraH', 'sattA', 'praButvam', 'aparADin'
'Frequently Occuring', 'yogyatA', 'upayuktatA', 'sAmarTya', 'kzamatA', 'anubanDaH'
'Frequently Occuring', 'praSAnta', 'SAnta', 'sTiracitta', 'sTira', 'lAkzA'
'Frequently Occuring', 'sAraTiH', 'sUtaH', 'kzattA', 'niyAmaka', 'SlakzRa'
'Not occuring', 'viDijYaH', 'aDivaktA', 'nyAyavAdI', 'uttaravAdI', 'klIbatA'
'Frequently Occuring', 'AvAsaH', 'nivAsaH', 'kzayaRaH', 'gfBaH', 'varawaH'
'Rarely Occuring', 'saMsTApita', 'aDizWita', 'aDizWApita', 'sTApita', 'niyojaya'
'Not occuring', 'parADIna', 'paratantra', 'aDIna', 'anyADIna', 'kan'
'Not occuring', 'aDInatA', 'aDInasTatA', 'aDInatva', 'paravaSatA', 'aBiGAtin'
'Not occuring', 'sAhasika', 'gfDru', 'arTet', 'SIGrya', 'anarha'
'Not occuring', 'cakravartin', 'ekADipati', 'sarveSvara', 'sarveSa', 'svatantratA'
'Rarely Occuring', 'vartamAnakAlaH', 'sadyaskAlaH', 'ihakAlaH', 'sAmpratakAlaH', 'asAralyam'
'Not occuring', 'sadyaskAlInaH', 'sadyaskaH', 'vartamAnakAlInaH', 'adyatanaH', 'avaDAraka'
'Not occuring', 'apuzpita', 'avikasita', 'mukulita', 'aPulla', 'BojyA'
'Not occuring', 'alAbuH', 'alAbUH', 'AlAbuH', 'tumbI', 'avaSizwakam'
'Rarely Occuring', 'apUrRa', 'Seza', 'asamApta', 'anizpAdita', 'kzOdraH'
'Rarely Occuring', 'vayaskaH', 'prAptavyavahAraH', 'vyavahAraprAptaH', 'jAtavyavahAraH', 'raMhita'
'Rarely Occuring', 'utkaRWA', 'vyagratA', 'aDIratA', 'AturatA', 'amola'
'Rarely Occuring', 'durgatiH', 'durdaSA', 'durAvasTA', 'avagati', 'vijayarakzitaH'
'Rarely Occuring', 'dfSyamAna', 'dfSya', 'dfzwigocara', 'cAkzuza', 'avaSatA'
'Frequently Occuring', 'aDyApakaH', 'SikzakaH', 'AcAryaH', 'guruH', 'apekzitavyA'
'Frequently Occuring', 'baladevaH', 'balaBadraH', 'saMkarzaRaH', 'halaDaraH', 'sampraRaS'
'Rarely Occuring', 'punarekavAram', 'punaH', 'punarapi', 'BUyaH', 'Anandin'
'Frequently Occuring', 'svatantraH', 'svatantrA', 'svatantram', 'anaDInaH', 'aBizekaH'
'Frequently Occuring', 'tulya', 'sama', 'tadvat', 'tadviDa', 'ruciH'
'Frequently Occuring', 'samBAvanA', 'SakyatA', 'samBavaH', 'samBAvanam', 'SaktihIna'
'Not occuring', 'asambanDita', 'asambadDa', 'sambanDarahita', 'abadDa', 'kEvalyam'
'Frequently Occuring', 'udAsIna', 'apakzapAtin', 'tawasTa', 'maDyasTa', 'he'
'Not occuring', 'JaJanam', 'samAGAtaH', 'saMGawwaH', 'saNGawanam', 'pratyAKyA'
'Not occuring', 'agru', 'anagni', 'nirUQa', 'apARigrahaRa', 'kanyakA'
'Not occuring', 'nirIcCa', 'anicCuka', 'anaBilAzin', 'anicCu', 'CinANga'
'Rarely Occuring', 'Kinna', 'mlAna', 'anyamanaska', 'aprasanna', 'atiSaya'
'Frequently Occuring', 'rogI', 'rogiRI', 'AturaH', 'AturA', 'ftvam'
'Rarely Occuring', 'amUlya', 'anamola', 'amola', 'amolaka', 'DenuputrI'
'Frequently Occuring', 'dfQa', 'kaWora', 'anamya', 'anamanIya', 'citralA'
'Rarely Occuring', 'garvitaH', 'ahaNkArin', 'ahaMyuH', 'ahaNkAravAn', 'kadamba:'
'Rarely Occuring', 'durvyavahAraH', 'anAcaraRam', 'kadAcAraH', 'anAcAraH', 'paMjAbanivAsinI'
