Frequency,Query Word,Option A,Option B,Option C,Option D
'Not occuring', 'pratyantaparvatam', 'upagiriH', 'ASramaH', 'mantrin', 'kumBayoniH'
'Not occuring', 'sacintam', 'sodvegam', 'pAtra', 'vyaYjaya', 'brahmavedaprahartA'
'Not occuring', 'aNgaRam', 'aNganam', 'SOcaGaram', 'jYA', 'varttaniH'
'Not occuring', 'pratigAmin', 'viparitagAmin', 'mahApuzpA', 'BAgaH', 'grah'
' Frequently Occuring', 'pfzWataH', 'paScAt', 'smeraH', 'aByupe', 'galitatA'
' Frequently Occuring', 'nOH', 'nOkA', 'AgrahaH', 'kaK', 'kaluzam'
'Not occuring', 'anuvAdaka', 'BAzAntarakArin', 'stotra', 'anudAratA', 'prakaraRam'
'Rarely Occuring', 'anuvAdakaH', 'anuvAdin', 'sUcaka', 'krayavikrayaH', 'yAtrA'
'Not occuring', 'mArgacyuta', 'paTaBrazwa', 'pariRIta', 'dEvAyattaH', 'aruRI'
' Frequently Occuring', 'grAma', 'praDAnaH', 'paricita', 'kalAvITiH', 'kambojaH'
' Frequently Occuring', 'SukI', 'dARqimapriyA', 'ramaRI', 'vimuc', 'saMvaraH'
'Not occuring', 'tittiraH', 'tittiriH', 'dehAtmavAdaH', 'citrareKA', 'sTAnam'
'Not occuring', 'lokodboDanam', 'janaSikzA', 'prIta', 'svAvalambin', 'savIryam'
'Not occuring', 'asAmAjika', 'kAryam', 'himava', 'uttApita', 'BujaNginI'
'Not occuring', 'kfSANgaH', 'tanuH', 'pozin', 'suvacanam', 'sOlaByam'
'Not occuring', 'nirudyogin', 'nirudyoga', 'AtmaGAtakaH', 'manojYavakttrI', 'kanizWaH'
'Not occuring', 'mAMsala', 'mAMsaRvat', 'BU', 'samfdDatA', 'duzwamati'
'Not occuring', 'guruBAra', 'guru', 'vatsaraH', 'samudAyaH', 'kArpawikaH'
'Not occuring', 'ASramavAsI', 'ASramavAsinI', 'ahaSSaH', 'sTApaya', 'sAmAnya'
'Not occuring', 'aDivAsita', 'aDyuzita', 'ayogyatA', 'aNgavikalaH', 'arkaH'
' Frequently Occuring', 'gfhasTaH', 'jyezWASramI', 'vastuH', 'i', 'kaRwakIdrumaH'
'Not occuring', 'tarkaSAstrI', 'tArkikaH', 'DarmanizWA', 'kzatiH', 'AkroSaH'
' Frequently Occuring', 'Sukla', 'Davala', 'Amram', 'netracCadaH', 'kuWAraH'
' Frequently Occuring', 'jvAlA', 'SiKA', 'nirdaya', 'aByasya', 'pfzWataH'
' Frequently Occuring', 'SavaH', 'mftakam', 'prIya', 'asatya', 'muralA'
'Rarely Occuring', 'vAyavI', 'vAyukoRaH', 'yojitA', 'izaH', 'sahajAnDadfS'
' Frequently Occuring', 'parIkzA', 'parIkzaRam', 'pracurA', 'kAraya', 'mANgaRiyArO'
'Not occuring', 'pramuh', 'vimuh', 'vfzaRaH', 'vipAdya', 'KaRqakAluH'
'Not occuring', 'gantram', 'cAlakayantram', 'avyavasTita', 'SravaRam', 'gANgeyam'
' Frequently Occuring', 'vfkaH', 'kokaH', 'narajananikA', 'prahfzwa', 'muralI'
'Rarely Occuring', 'AgneyI', 'agnikoRam', 'maDuH', 'yavAnikA', 'aNgavikalA'
'Not occuring', 'prAguttarA', 'prAgudIcI', 'aSaNkAtmaka', 'KyAtiH', 'praSAsitA'
'Not occuring', 'muzalaH', 'muzalam', 'manTara', 'udakyA', 'dvAre'
'Not occuring', 'muzaladaRqaH', 'muSaladaRqaH', 'upaguh', 'tolanam', 'gUQacArI'
' Frequently Occuring', 'dUtaH', 'sandeSaharaH', 'rUpiRI', 'nallaratnakaH', 'KilIBUta'
'Not occuring', 'pfzWasTa', 'pratigata', 'udyukta', 'upanizad', 'ajaH'
'Not occuring', 'SaNkASIla', 'SaNkAbudDi', 'kzatraH', 'adrivahniH', 'krOYcA'
'Not occuring', 'viSvasin', 'viSvAsaSIla', 'naKAyuDaH', 'prAg', 'puraH'
'Not occuring', 'tArkika', 'nyAyin', 'vilambin', 'nizKan', 'gAlavaH'
'Not occuring', 'pratideya', 'pratyarpaRIya', 'suhfttama', 'gad', 'sama'
'Rarely Occuring', 'nibiqa', 'vyUQa', 'udAratayA', 'kekAbalaH', 'nirIkz'
'Not occuring', 'DarmAtman', 'puRyAtman', 'IkzaRam', 'hanya', 'allAha'
'Not occuring', 'SAKin', 'SAKya', 'brAhmaRaH', 'puroqASaH', 'prativAdI'
'Rarely Occuring', 'caYcala', 'saNgasukaH', 'prarocanam', 'dAsakaH', 'hijjaH'
'Rarely Occuring', 'SfNgin', 'SfNgiRa', 'ekadehaH', 'prAntaH', 'gurutA'
'Not occuring', 'SfNgahIna', 'viSfNga', 'suprayogA', 'SAstrIya', 'meDira'
'Not occuring', 'asaMyamin', 'asaMyamaSIla', 'tatam', 'amaryAda', 'merudaRqI'
'Not occuring', 'parRin', 'patrin', 'sadyaskAlaH', 'saMnyAsin', 'paTyAnnam'
'Rarely Occuring', 'vinIta', 'vinayin', 'saMhAraH', 'kalyARavIjaH', 'Avartaya'
'Not occuring', 'kalahakArin', 'kalahakAra', 'prakzepaya', 'SiromuRqanam', 'sAraNga'
'Not occuring', 'nistejas', 'mandapraBa', 'sTAvara', 'dIrGotpIWikA', 'kftantram'
'Not occuring', 'tejomaRqita', 'tejapUrRa', 'SabdaSAstram', 'mahAmUlya', 'pariDvasta'
'Rarely Occuring', 'anicCA', 'anAkANkzA', 'amirAtadeSIyadirema', 'Gana', 'sarjikAkzAraH'
'Not occuring', 'asADAraRatA', 'asAmAnyatA', 'koze', 'kriyA', 'BAgaH'
' Frequently Occuring', 'saralatA', 'sAralyam', 'rucya', 'simbaH', 'kISaH'
'Rarely Occuring', 'anUpaH', 'kacCaH', 'sadfSa', 'Apf', 'koze'
'Rarely Occuring', 'lubDa', 'loBin', 'dudrumaH', 'arizwA', 'upASliz'
'Not occuring', 'antaHsrAvi', 'granTiH', 'kawukam', 'dvAparaM', 'niHsArita'
'Not occuring', 'vAYCita', 'aBIpsita', 'AseDaH', 'pracalAkaH', 'pativratA'
'Rarely Occuring', 'cintita', 'cintAgrasta', 'sic', 'parisPuwam', 'atidAnam'
'Rarely Occuring', 'cintanIya', 'cintya', 'rAtrijAgaradaH', 'astravidyA', 'nigad'
'Rarely Occuring', 'cintita', 'sucintita', 'mahAleKAparIkzakaH', 'kramaH', 'sAmAnya'
'Not occuring', 'anupekzita', 'avekzita', 'banDanam', 'arTada', 'SamI'
' Frequently Occuring', 'udvigna', 'cintApara', 'dohadavatI', 'ASrayahIna', 'fkRavaham'
' Frequently Occuring', 'jIvita', 'cetana', 'sarveSvara', 'lomaSakARqA', 'BAgaDeyam'
'Not occuring', 'dvEvarzika', 'dvivarza', 'kAYcanI', 'muzalaH', 'nIti'
' Frequently Occuring', 'vatsala', 'snehin', 'prakASaya', 'suGarAI', 'ulleKaH'
'Rarely Occuring', 'aSudDa', 'aSuci', 'hayapucCI', 'veSakaH', 'svABimAnam'
'Not occuring', 'pragata', 'agragata', 'vinad', 'kARerin', 'avekzA'
' Frequently Occuring', 'patita', 'anupatita', 'raktaH', 'prAvfwkAlaH', 'upakramaH'
'Not occuring', 'duzkarmin', 'Kala', 'sajja', 'bahizkfta', 'apahf'
' Frequently Occuring', 'SudDa', 'nirmala', 'parakAryezu', 'kuRqam', 'bAlaH'
'Not occuring', 'guRavattAhIna', 'guRavattArahita', 'tantujAlaH', 'avinIta', 'KallaH'
'Rarely Occuring', 'apriya', 'anizwa', 'bADaka', 'dUritekzaRa', 'SiKA'
'Rarely Occuring', 'nindya', 'nindanIya', 'kiYcit', 'pARqavapurARasya', 'varhI'
'Rarely Occuring', 'apriya', 'aprItikara', 'BUmigfham', 'samitiH', 'SAradIya'
'Not occuring', 'arocaka', 'nIrasa', 'Socanam', 'nAsa', 'pUruzaH'
'Not occuring', 'asamayaH', 'akAlaH', 'go', 'aNgIkaraRam', 'uttama'
'Not occuring', 'aSudDatA', 'viSudDatA', 'DEryahInatA', 'Siras', 'DI'
'Rarely Occuring', 'sOjanyam', 'sADutA', 'kzetrayamAnikA', 'asurAcAryaH', 'saMruD'
'Not occuring', 'luB', 'utsukAy', 'antaSayyA', 'triSirAH', 'nArI'
'Rarely Occuring', 'veDanam', 'veDaH', 'ekatA', 'paRyaSAlA', 'upAsita'
'Rarely Occuring', 'cakoraH', 'candrikApAyI', 'tAmrapAtram', 'rAzwrahitam', 'vIkzaRam'
' Frequently Occuring', 'kaMsaH', 'kaMsAsuraH', 'pARijaH', 'AkroSaya', 'leKakaH'
' Frequently Occuring', 'aBimanyuH', 'sOBadraH', 'tOlI', 'durDara', 'agnihotraH'
' Frequently Occuring', 'akrUraH', 'maDupriyaH', 'sArasaH', 'parivrAjakaH', 'pOruza'
'Rarely Occuring', 'puzpavAwikA', 'kusumodyAnam', 'muzAya', 'vANgurA', 'upayogahInatA'
' Frequently Occuring', 'piRqikA', 'piRqaH', 'mallikaH', 'aBiSApaH', 'vADUH'
' Frequently Occuring', 'SfNgam', 'vizARaH', 'prapAWaya', 'Pule', 'parimozaya'
' Frequently Occuring', 'mahizaH', 'lulApaH', 'parizvaYj', 'prasidDaH', 'yaTArTataH'
'Not occuring', 'mahAyAvanAlaH', 'stambakariH', 'lasunam', 'triSIrzakam', 'prARisaNgahAlayaH'
' Frequently Occuring', 'yavAnI', 'yavAnikA', 'avakzayaH', 'tantrayantram', 'tizyaPalA'
'Rarely Occuring', 'jIrRa', 'jarjara', 'acezwa', 'tattvam', 'itara'
' Frequently Occuring', 'jayadraTaH', 'sinDurAjaH', 'riputA', 'DanavAn', 'savistara'
' Frequently Occuring', 'SaWa', 'CalanApara', 'paRabanDaH', 'praSaMsI', 'unduru'
'Not occuring', 'pApADama', 'mahApApin', 'aprayAsaH', 'vakra', 'anUQA'
' Frequently Occuring', 'mahizI', 'mandagamanA', 'vAyaH', 'avagal', 'BaraH'
' Frequently Occuring', 'varAhaH', 'SUkaraH', 'svakIyaH', 'tatsamayam', 'prARApa'
' Frequently Occuring', 'jYAta', 'saMjYAta', 'tApasaH', 'samparkaH', 'SASvata'
' Frequently Occuring', 'sanDAnam', 'samavaDAnam', 'nirUham', 'rAzwragItam', 'liKita'
'Not occuring', 'jijYAsAhIna', 'anutsuka', 'yugmakIkoSikA', 'lohita', 'anuvraj'
'Not occuring', 'asandigDa', 'aSaNkita', 'vidvatApUrRa', 'aSvalalitaH', 'samudAgama'
'Rarely Occuring', 'saccaritrA', 'caritravatI', 'praDAna', 'leKanaSElI', 'BIzaRarasaH'
'Not occuring', 'sajAla', 'jAlita', 'syUma॑raSmA॒vfjU॑nasipfzaDraH', 'guRqikA', 'varjanam'
' Frequently Occuring', 'vyADiH', 'gadaH', 'nirvahaRam', 'kAzWatantuH', 'guptatA'
'Not occuring', 'rAtryadfzwiH', 'niSAdfzwiH', 'aruRA', 'tap', 'patAkA'
'Rarely Occuring', 'mlAna', 'klAnta', 'saMyuj', 'aBojanam', 'v'
' Frequently Occuring', 'saMsAraH', 'viSvaH', 'vigamaH', 'dIpikA', 'tantrayantram'
'Rarely Occuring', 'cAturyam', 'caturatA', 'SreRiH', 'hAsyapUrRa', 'KajaH'
'Not occuring', 'vyavahArakuSalatA', 'vyavahArasADutA', 'AvyaD', 'anuBU', 'saPala'
' Frequently Occuring', 'navanItam', 'sarasajam', 'santAnaH', 'aspazwa', 'BUzita'
' Frequently Occuring', 'vyaYjanam', 'upaskaraH', 'saMmohanam', 'uttAlaH', 'anekaSaH'
'Not occuring', 'anAsakti', 'virakti', 'tisraH', 'kzubDa', 'aSmacUrRam'
'Not occuring', 'budDimat', 'DImat', 'relayAnam', 'cintanIya', 'nARakam'
'Rarely Occuring', 'cintakaH', 'cintayitA', 'vizaGnI', 'koSAgAram', 'vahnikaRaH'
'Rarely Occuring', 'ramaRIya', 'ramya', 'cArita', 'pramud', 'prakAraH'
'Rarely Occuring', 'suspazwa', 'sPuwa', 'upAram', 'arTaSIla', 'vici'
'Not occuring', 'soddeSyam', 'uddeSyataH', 'Bid', 'ArohaH', 'pariSru'
'Rarely Occuring', 'nityatA', 'avirAma', 'BramaRam', 'pravAhaH', 'ulleKaH'
'Not occuring', 'uddeSyahInataH', 'niruddeSya', 'tuhinam', 'parisru', 'jyotiH'
'Not occuring', 'DAtumaya', 'DAtvIya', 'vicintaya', 'tvac', 'nfpaputraH'
' Frequently Occuring', 'Ayasam', 'sAralohaH', 'kalpaH', 'maNgalyakaH', 'jvAlA'
' Frequently Occuring', 'avaDiH', 'kAlAntaram', 'aparam', 'rusa', 'grahaRam'
'Rarely Occuring', 'SIGratA', 'satvaratA', 'kalAtmaka', 'varatvacaH', 'nAmaDeyam'
'Not occuring', 'AkASayAnam', 'naBayAnam', 'nizpiz', 'udabinduH', 'SiKaRqikaH'
'Not occuring', 'AjigIzu', 'kIrtiprepsu', 'piSAcabADA', 'pratizWApanA', 'aByAdAnam'
' Frequently Occuring', 'sAdaram', 'samAnam', 'anukramaya', 'kfpAlutA', 'caraRaH'
'Not occuring', 'pUjita', 'apacitimat', 'saviza', 'baqiSam', 'Anugatyam'
'Not occuring', 'nIlasasya', 'ikzupAtrA', 'BramaRakArI', 'sUkzmajIvaSAstram', 'dfzwimAn'
'Rarely Occuring', 'asvIkftiH', 'asammatiH', 'upaBukta', 'viracita', 'hArityam'
'Rarely Occuring', 'vftta', 'Gawita', 'sarvavyApin', 'jAlikaH', 'tIkzRakandaH'
'Not occuring', 'saYcAlay', 'gatvarIkf', 'pratimAsevA', 'KadyapatrI', 'kazAyapeyam'
'Not occuring', 'tArAkIrRa', 'tArAkin', 'kzulikaH', 'viBAgaH', 'goviw'
'Not occuring', 'kzi', 'apakzi', 'aticCatraH', 'apagata', 'kOmudI'
'Not occuring', 'asandigDa', 'niHsandeha', 'DaritrI', 'SaktihInatA', 'amahat'
'Rarely Occuring', 'sugama', 'anAyAsa', 'durgayAnam', 'apakftyam', 'ftvam'
'Not occuring', 'uzita', 'paryuzita', 'haMsikA', 'ISvaraH', 'SfNKalA'
'Not occuring', 'aniyata', 'aniScita', 'BaNgaH', 'prayogin', 'vEzRavaH'
'Not occuring', 'aniScayAtmaka', 'BrAmaka', 'kApi', 'anvezaRaviDiH', 'prasADanasAmagrI'
'Not occuring', 'karmADIna', 'kartftvADIna', 'laGuBakzaRaSAlA', 'toNga', 'jayam'
'Not occuring', 'mahAraRyam', 'mahAvanam', 'Ikzita', 'tavas', 'BIru'
'Not occuring', 'SokAkula', 'SokAnvita', 'kaTaya', 'keSaH', 'deSajAta'
'Not occuring', 'Jawi', 'jaNgalaH', 'gfhI', 'vaMSI', 'avacanIya'
'Not occuring', 'sacCidra', 'saranDra', 'puzkarA', 'tAlI', 'aBirucimat'
'Not occuring', 'durganDita', 'durganDayukta', 'SIta', 'saMdigDataH', 'aBinna'
'Not occuring', 'rucikara', 'rasavat', 'yUpaH', 'senseSana', 'parihAraH'
'Not occuring', 'asvAdizwa', 'anAsvAda', 'ketuH', 'vahniH', 'matsyaH'
' Frequently Occuring', 'vedikA', 'AlindaH', 'svalpaparRikA', 'sarasvatI', 'mAnasUcakamudrA'
'Rarely Occuring', 'alindaH', 'praGARaH', 'APa', 'viSezataH', 'jalakalkaH'
' Frequently Occuring', 'SUdraH', 'pAdajaH', 'pratiBA', 'SlakzRayantram', 'anirRayaH'
'Not occuring', 'zaRqaH', 'zaRqatAyogyaH', 'prama', 'agrahAyaRaH', 'aS'
'Rarely Occuring', 'prAkAraH', 'varaRaH', 'Aram', 'AmraH', 'pUtimedaH'
'Not occuring', 'jirAPaH', 'SuturagAvaH', 'AnAmita', 'apakfta', 'vIryam'
'Not occuring', 'tarakzu', 'daMzwrI', 'gopAya', 'parihf', 'kORWyam'
' Frequently Occuring', 'sAmagrI', 'sAmagryam', 'pArAvAraH', 'upAyanam', 'SaktuPalA'
'Not occuring', 'dvyawwakam', 'dvitalam', 'prativAraya', 'cAruPalA', 'upalaB'
' Frequently Occuring', 'nivAsaH', 'vasatiH', 'kAzWam', 'kAryam', 'Sami'
'Rarely Occuring', 'tejomahAlayaH', 'tAjamahAlaH', 'pramluc', 'sUtram', 'vivaraRam'
'Not occuring', 'BaNgya', 'BaYjanIya', 'niDeya', 'kfzRacaYcukaH', 'SAradA'
' Frequently Occuring', 'kzuDitaH', 'kzuDAturaH', 'nANkuraH', 'AryaBAzA', 'suganDam'
' Frequently Occuring', 'kuwila', 'vakra', 'saDanaH', 'protTita', 'viBUtiH'
'Rarely Occuring', 'SalyakaRWaH', 'SalyaH', 'kiBkaraH', 'aBirucimat', 'cAndrAyaRa'
'Rarely Occuring', 'ganDamArjAraH', 'mfgacewakaH', 'dviBujA', 'veRI', 'saraRiH'
'Not occuring', 'rAjIvarAsaBaH', 'citrarAsaBaH', 'tilaparRI', 'SabdasaNgrahaH', 'svasA'
'Rarely Occuring', 'aSvakaH', 'kzudrASvaH', 'saYcCad', 'bakUlaH', 'viSezataH'
'Rarely Occuring', 'BUmigfham', 'guptiH', 'anantaram', 'man', 'koNkaRaH'
'Not occuring', 'CAdaH', 'cAlaH', 'dIrGatvam', 'AsAvarI', 'sTUlakanDaH'
'Rarely Occuring', 'niravadya', 'saBya', 'aRiH', 'arizwA', 'hfdayAGAtaH'
'Not occuring', 'nARakam', 'nizkaH', 'avaskandita', 'Bakzakam', 'kIlakaH'
'Rarely Occuring', 'svarRamudrA', 'suvarRamudrA', 'adDAtiH', 'arDakaH', 'kOmudIjIvanaH'
'Rarely Occuring', 'pozita', 'puzwa', 'aDyUQA', 'kIrevfH', 'aMSagrAhI'
'Rarely Occuring', 'vimAnapattanam', 'vAyupattanam', 'samizAhArin', 'kalAtmaka', 'avakfzwa'
' Frequently Occuring', 'talam', 'aDoBAgaH', 'arkapriyA', 'mUla', 'parisamAp'
'Rarely Occuring', 'paSca', 'kUwam', 'manojYavakttrI', 'viru', 'SoDaya'
' Frequently Occuring', 'BittiH', 'BittikA', 'aBIkaH', 'pawamaRqapaH', 'turaNgadvizIRI'
'Not occuring', 'Svasanatantram', 'SvasanapraRAlI', 'kozWavisraMsanam', 'dviradakarAgram', 'navatriMSa'
'Not occuring', 'jalajIvaH', 'jalacaraH', 'puraYjaraH', 'paravaSa', 'haraRam'
'Rarely Occuring', 'uzma', 'uzRa', 'upamajj', 'mAlikA', 'nadaganDA'
'Rarely Occuring', 'kesaraH', 'keSaraH', 'Cidrita', 'yuvarAjaH', 'aBipAlaH'
'Rarely Occuring', 'suganDaH', 'suganDam', 'nAgAlaॅRqarAjyam', 'asattA', 'pradeSinI'
'Not occuring', 'tarkagamya', 'tarkADIna', 'dUram', 'kfpAlu', 'SAKA'
'Not occuring', 'svArjita', 'svopArjita', 'sTUlakanDaH', 'manorama', 'ujjfmBita'
'Rarely Occuring', 'aprAcuryam', 'nyUnatA', 'SvetahastI', 'vrIqita', 'mahAnIlI'
' Frequently Occuring', 'saMyamaH', 'saMyAmaH', 'indrARI', 'tawaH', 'Adf'
' Frequently Occuring', 'asatyam', 'miTyA', 'bENka', 'mallajam', 'upaBogaH'
'Not occuring', 'niyamapAlanam', 'viDipAlanam', 'lajj', 'vahnivaDUH', 'asahanaSIla'
'Not occuring', 'ativyayin', 'apavyayin', 'SlewsaMjYakaH', 'nirmUla', 'kAntapAzARaH'
'Rarely Occuring', 'atikramaRam', 'vyutkramaRam', 'vinivft', 'nIlANguH', 'alpatA'
'Not occuring', 'anatikramaRam', 'anutkramaRam', 'yudDavIra', 'pramattavat', 'Sizwatvam'
'Not occuring', 'kaWiRakavacIjantuH', 'molaskajantuH', 'avasTA', 'vimohita', 'vistareRa'
'Not occuring', 'KAdyamAMsam', 'Amizam', 'saMSoDakaH', 'paricCid', 'maRqalam'
'Not occuring', 'nind', 'kzip', 'varawA', 'ana', 'ABA'
' Frequently Occuring', 'uktiH', 'vyAhAraH', 'santozajanaka', 'sTURA', 'temanam'
' Frequently Occuring', 'cireRa', 'cire', 'bAhya', 'apasmfti', 'jAla'
' Frequently Occuring', 'SaNKaH', 'kambuH', 'SradDArahita', 'Amram', 'viyuj'
'Not occuring', 'manodaSA', 'manovasTA', 'avataraRam', 'laNgaqA', 'ekaSfNgaH'
'Rarely Occuring', 'BavizyatkAlam', 'anAgatam', 'AtmarakzA', 'paScAt', 'DanurDara'
'Not occuring', 'AgAmin', 'BAvin', 'dvandvam', 'ruciH', 'manoDyAnarAgaH'
'Rarely Occuring', 'pAKaRqI', 'pAzaRqI', 'meTI', 'pradrAvI', 'durAkrAma'
'Not occuring', 'digambarasADuH', 'kzapaRaH', 'AKewaH', 'sunayana', 'vistIrRa'
'Rarely Occuring', 'bOdDaBikzuH', 'jAtakaH', 'Bf', 'vipan', 'nizRAta'
'Rarely Occuring', 'saMnyAsinI', 'sADvI', 'hyaH', 'drAvakakandaH', 'ciram'
' Frequently Occuring', 'tulya', 'tulanIya', 'taq', 'karaBaH', 'kzatiH'
'Not occuring', 'nyAyahIna', 'anyAyapUrRa', 'pratizaYj', 'hEmabarganagaram', 'ugratA'
' Frequently Occuring', 'tuzwiH', 'tfptiH', 'i', 'Kanitram', 'BUmisyfk'
'Rarely Occuring', 'bahuSo', 'vikretA', 'hrezA', 'sagarBa', 'upasattiH'
'Not occuring', 'alpaSo', 'vikretA', 'kAkalaH', 'izuH', 'bahirBUta'
'Not occuring', 'nyAyya', 'nyAyasaNgata', 'SakuntaH', 'bAlaBojyaH', 'ahaNkArin'
'Not occuring', 'ahiMsra', 'ahiMsaka', 'apfTak', 'parikarzay', 'BavaH'
'Not occuring', 'KaRqanIya', 'Bedya', 'Pule', 'madAQyaH', 'prItipUrvam'
'Not occuring', 'palAyin', 'apakramin', 'haridrA', 'saNGawwaya', 'vAnuAwudeSaH'
'Not occuring', 'yuyutsu', 'yodDf', 'upamfj', 'SAkAhArin', 'SvetamandArakaH'
'Rarely Occuring', 'aBedya', 'aBaNgya', 'gopI', 'samudrakaPaH', 'udGAwaya'
'Rarely Occuring', 'prAkftika', 'jalASayaH', 'vrIqita', 'aBivijYa', 'parizWA'
'Not occuring', 'grAmavAsinI', 'grAmIRA', 'upanizad', 'alpArGyam', 'vAribinduH'
'Not occuring', 'prAkftikakriyA', 'prAkftikakAryam', 'BagnASa', 'daliH', 'pAramparika'
'Not occuring', 'nagaranivAsin', 'puravAsin', 'guRadozaparIkzaRam', 'pApAt', 'asvIkArya'
'Not occuring', 'fkRavahaH', 'fkRavahI', 'kumud', 'navadampatI', 'vetanam'
' Frequently Occuring', 'markawI', 'vAnarI', 'samfdDidAyaka', 'sTAnAntare', 'mahAnallaH'
' Frequently Occuring', 'samudAyaH', 'saNGaH', 'varaH', 'nirAmiza', 'parAjita'
' Frequently Occuring', 'kamalam', 'padmaH', 'kucaPalam', 'BujizyaH', 'manaHkalpita'
'Rarely Occuring', 'vetram', 'suzeRam', 'madotkawA', 'dIpAvaliH', 'mAtfSvaseyA'
'Not occuring', 'jalIyapAdapaH', 'jalIyavanaspatiH', 'avAharaRam', 'vaYjalaH', 'pAmara'
' Frequently Occuring', 'GfRA', 'karuRA', 'AvAhaH', 'Bedya', 'ava'
'Rarely Occuring', 'vismftiH', 'vismaraRam', 'nirRayapAdaH', 'indracApaH', 'OzaDI'
'Not occuring', 'KagolIyakzetram', 'KamaRqalam', 'ambukaRaH', 'rasA', 'paricCid'
'Rarely Occuring', 'karajam', 'kararuhaH', 'vatsakabIjam', 'liKyA', 'nizRAta'
' Frequently Occuring', 'padDatiH', 'prakriyA', 'uzApatiH', 'prARahInaH', 'veRiyukta'
' Frequently Occuring', 'kuNkumam', 'vAhnIkam', 'piD', 'vakrIkaraRam', 'vizARin'
'Rarely Occuring', 'sarvocca', 'nyAyAlayam', 'yAgaH', 'podinA', 'leKaH'
'Rarely Occuring', 'DarmADyakzaH', 'DarmADikArI', 'aBimAnarahita', 'alA', 'ADyAtmikatA'
'Not occuring', 'sAkzipIWakam', 'sAkzipIWakaH', 'antarAnuBUtiH', 'kAlaH', 'sarotsavaH'
'Not occuring', 'vEmatyam', 'anEkyam', 'dEvikam', 'aparADaH', 'musalaH'
' Frequently Occuring', 'CAtrA', 'vidyArTinI', 'bindu', 'kuberAkzI', 'mantragaRqakaH'
' Frequently Occuring', 'sOBAgyam', 'suBAgyavattavam', 'nirdizwa', 'aNkowaH', 'veSmaBUH'
' Frequently Occuring', 'manda', 'manTara', 'vyAjaya', 'puliNgam', 'kolAhalaH'
'Not occuring', 'dUradarSin', 'agradarSin', 'piSunatvam', 'ramya', 'pakzaH'
'Rarely Occuring', 'avalokita', 'dfzwigata', 'prARI', 'prasaMvedanam', 'SyAmA'
'Rarely Occuring', 'BUtapUrva', 'pUrva', 'cIna', 'sAvitra', 'vEdyutaSaktiH'
' Frequently Occuring', 'purARa', 'purAtana', 'janmakAlaH', 'vicAraH', 'kAnDAranagaram'
'Rarely Occuring', 'karkaraH', 'suDA', 'kfpARI', 'trikftvaH', 'sTalam'
'Not occuring', 'yOgikapadArTaH', 'saNkaraH', 'sanDipAdaprARI', 'izwI', 'Svasanatantram'
' Frequently Occuring', 'SiKA', 'cUqA', 'vyavaScut', 'muz', 'rAmanATapuram'
'Rarely Occuring', 'SfNKalA', 'hastapASaH', 'niyatam', 'sTAvarajaNgama', 'mahApadmam'
'Not occuring', 'prakASamat', 'Alokita', 'kOzItakI', 'jvalanaparvataH', 'golakzepaH'
'Not occuring', 'aBinandita', 'aBivandita', 'antarikzIya', 'vastranirRejakaH', 'Cadanam'
'Rarely Occuring', 'jAlma', 'pApizWa', 'mftaprAya', 'tAmravfkzaH', 'jIvanI'
' Frequently Occuring', 'BaNgaH', 'BaNgam', 'baBruH', 'jalabimbam', 'apAkf'
'Rarely Occuring', 'SAlIna', 'sajjana', 'IhAmfgaH', 'atiSayanam', 'sahaDarmin'
'Rarely Occuring', 'SAlIna', 'lajjASIla', 'tUlapicuH', 'jalakalkaH', 'mfdula'
'Rarely Occuring', 'suSIla', 'sOmya', 'mfgadaSakaH', 'drutatA', 'Odyogika'
'Rarely Occuring', 'durjana', 'Kala', 'kaRqIkf', 'kitavaH', 'aGawanIya'
'Not occuring', 'navapraSikzitaH', 'damyaH', 'mfttikA', 'yuvA', 'gfDru'
'Rarely Occuring', 'uttuNga', 'ucca', 'patrI', 'pariRIta', 'kzIravidArI'
'Rarely Occuring', 'lohita', 'raktima', 'kriyAvat', 'kfzRikA', 'vakzaRam'
' Frequently Occuring', 'vyAGraH', 'SArdUlaH', 'vEjayantikA', 'saBartfkA', 'SfNgin'
' Frequently Occuring', 'AcAryA', 'SikzikA', 'upanizad', 'BIruhfdayaH', 'aparADaH'
'Not occuring', 'nAstikatAvAdaH', 'anISvaravAdaH', 'ASaNkA', 'upakaTA', 'nEsargikatA'
'Not occuring', 'ISvaravAdaH', 'AstikyavAdaH', 'cakram', 'golavaH', 'BIzaRarasaH'
' Frequently Occuring', 'saptAham', 'vArasaptakam', 'Anandaya', 'vAyasaH', 'Palam'
'Rarely Occuring', 'vitaraRam', 'dAnam', 'lehaH', 'dInAraH', 'dvipAyI'
'Not occuring', 'gORatA', 'apraDAnatA', 'mUrtiH', 'grah', 'anyatra'
' Frequently Occuring', 'bARa', 'SaraH', 'upakArin', 'avataraRI', 'sADujanaH'
' Frequently Occuring', 'vidyAlayaH', 'SAlA', 'utsvedanam', 'PaladAyin', 'yamaH'
' Frequently Occuring', 'niyuktiH', 'niyogaH', 'saMyukta', 'vAgaraH', 'utkarzaH'
'Rarely Occuring', 'caraRarajaH', 'padarajaH', 'BAmaH', 'sunandA', 'gaRakaH'
'Rarely Occuring', 'viSezADikAraH', 'prADikAraH', 'udDan', 'yodDA', 'niveSaya'
